energy[eV]  elec[eV/m]    nuclear[eV/m]  range[m]   longitudinal[m]    lateral[m]
6500.0  29450000000.0  464000000000.0  1.7040000000000001e-06  5.13e-07  4.01e-07
7000.0  30560000000.0  471200000000.0  1.7890000000000002e-06  5.350000000000001e-07  4.1900000000000003e-07
8000.0  32670000000.0  483900000000.0  1.957e-06  5.77e-07  4.54e-07
9000.0  34650000000.0  494400000000.0  2.121e-06  6.170000000000001e-07  4.88e-07
10000.0  36520000000.0  503400000000.00006  2.2820000000000003e-06  6.57e-07  5.210000000000001e-07
11000.0  38310000000.0  511000000000.0  2.4400000000000004e-06  6.95e-07  5.53e-07
12000.0  40010000000.0  517600000000.0  2.5960000000000002e-06  7.33e-07  5.84e-07
13000.0  41640000000.0  523300000000.0  2.7500000000000004e-06  7.7e-07  6.140000000000001e-07
14000.0  43210000000.0  528200000000.0  2.9020000000000003e-06  8.060000000000001e-07  6.44e-07
15000.0  44730000000.0  532500000000.0  3.0540000000000003e-06  8.42e-07  6.74e-07
16000.0  46200000000.0  536200000000.0  3.204e-06  8.77e-07  7.030000000000001e-07
17000.0  47619999999.99999  539400000000.0  3.3530000000000003e-06  9.12e-07  7.32e-07
18000.0  49000000000.0  542200000000.0  3.501e-06  9.46e-07  7.6e-07
20000.0  51650000000.0  546800000000.0  3.795e-06  1.015e-06  8.16e-07
22500.0  54780000000.0  550900000000.0  4.159e-06  1.0980000000000001e-06  8.84e-07
25000.0  57750000000.0  553600000000.0  4.52e-06  1.1800000000000001e-06  9.510000000000001e-07
27500.0  60570000000.00001  555200000000.0  4.879e-06  1.261e-06  1.017e-06
30000.0  63260000000.0  556000000000.0  5.237e-06  1.34e-06  1.0810000000000001e-06
32500.0  65840000000.0  556100000000.0  5.594e-06  1.419e-06  1.145e-06
35000.0  68330000000.0  555700000000.0  5.950000000000001e-06  1.497e-06  1.209e-06
37500.0  70730000000.0  554900000000.0  6.305000000000001e-06  1.574e-06  1.271e-06
40000.0  73050000000.0  553600000000.0  6.661e-06  1.6510000000000002e-06  1.333e-06
45000.0  77480000000.0  550400000000.0  7.372000000000001e-06  1.8030000000000001e-06  1.4560000000000001e-06
50000.0  81670000000.0  546300000000.0  8.085e-06  1.9540000000000003e-06  1.577e-06
55000.0  85650000000.0  541700000000.0  8.8e-06  2.103e-06  1.697e-06
60000.0  89460000000.0  536700000000.0  9.517e-06  2.251e-06  1.816e-06
65000.0  93110000000.0  531400000000.0  1.02e-05  2.397e-06  1.935e-06
70000.0  96630000000.0  526000000000.0  1.1000000000000001e-05  2.543e-06  2.052e-06
80000.0  103300000000.0  515100000000.0  1.2400000000000002e-05  2.8340000000000003e-06  2.2870000000000003e-06
90000.0  109600000000.00002  504099999999.99994  1.39e-05  3.123e-06  2.52e-06
100000.0  115500000000.0  493300000000.0  1.54e-05  3.4080000000000002e-06  2.752e-06
110000.0  121199999999.99998  482800000000.0  1.69e-05  3.6910000000000003e-06  2.984e-06
120000.0  132899999999.99998  472600000000.0  1.8400000000000003e-05  3.9690000000000005e-06  3.216e-06
130000.0  141600000000.0  462800000000.0  1.9900000000000003e-05  4.242e-06  3.446e-06
140000.0  148500000000.0  453400000000.00006  2.1400000000000002e-05  4.5110000000000005e-06  3.676e-06
150000.0  154200000000.0  444400000000.0  2.3e-05  4.7760000000000005e-06  3.905e-06
160000.0  159100000000.0  435700000000.0  2.4500000000000003e-05  5.04e-06  4.1340000000000006e-06
170000.0  163500000000.0  427400000000.0  2.61e-05  5.302e-06  4.362e-06
180000.0  167600000000.00003  419500000000.0  2.7700000000000002e-05  5.562e-06  4.59e-06
200000.0  175200000000.0  404500000000.0  3.08e-05  6.0840000000000005e-06  5.047e-06
225000.0  184500000000.0  387500000000.0  3.490000000000001e-05  6.730000000000001e-06  5.619000000000001e-06
250000.0  193700000000.0  372000000000.0  3.9e-05  7.3630000000000005e-06  6.192e-06
275000.0  203000000000.0  357800000000.0  4.31e-05  7.984e-06  6.7650000000000005e-06
300000.0  212399999999.99997  344900000000.0  4.730000000000001e-05  8.592e-06  7.337e-06
325000.0  221900000000.0  333100000000.0  5.1500000000000005e-05  9.187e-06  7.907e-06
350000.0  231400000000.0  322100000000.0  5.580000000000001e-05  9.767e-06  8.475000000000001e-06
375000.0  240900000000.0  312000000000.0  6.000000000000001e-05  1.0300000000000001e-05  9.04e-06
400000.0  250300000000.0  302600000000.0  6.43e-05  1.0900000000000002e-05  9.602e-06
450000.0  268700000000.0  285700000000.0  7.280000000000001e-05  1.2e-05  1.0700000000000001e-05
500000.0  286700000000.0  270799999999.99997  8.130000000000001e-05  1.3000000000000001e-05  1.18e-05
550000.0  303900000000.0  257700000000.0  8.980000000000001e-05  1.4e-05  1.2900000000000002e-05
600000.0  320500000000.0  246000000000.0  9.820000000000002e-05  1.4900000000000001e-05  1.39e-05
650000.0  336500000000.0  235400000000.0  0.00010660000000000002  1.58e-05  1.4900000000000001e-05
700000.0  351800000000.0  225900000000.0  0.00011490000000000001  1.66e-05  1.5900000000000004e-05
800000.0  380700000000.0  209300000000.0  0.00013130000000000002  1.83e-05  1.7800000000000002e-05
900000.0  407600000000.0  195300000000.0  0.0001474  1.97e-05  1.9600000000000002e-05
1000000.0  432900000000.0  183299999999.99997  0.0001632  2.11e-05  2.13e-05
1100000.0  457000000000.0  172900000000.0  0.00017870000000000003  2.2300000000000003e-05  2.29e-05
1200000.0  480100000000.0  163800000000.0  0.00019390000000000002  2.3500000000000002e-05  2.44e-05
