energy[eV]  elec[eV/m]    nuclear[eV/m]  range[m]   longitudinal[m]    lateral[m]
17000000.0  3012000000000.0  12020000000.0  0.0010538000000000001  4.240000000000001e-05  5.440000000000001e-05
18000000.0  3051000000000.0  11460000000.0  0.0010866  4.2800000000000004e-05  5.480000000000001e-05
20000000.0  3113000000000.0  10510000000.0  0.0011512000000000002  4.39e-05  5.55e-05
22500000.0  3170000000000.0  9530000000.0  0.0012304000000000002  4.55e-05  5.6200000000000004e-05
25000000.0  3209000000000.0  8730000000.0  0.0013085  4.7000000000000004e-05  5.690000000000001e-05
27500000.0  3235000000000.0  8062000000.0  0.0013858000000000002  4.8400000000000004e-05  5.75e-05
30000000.0  3251000000000.0  7496000000.0  0.0014627000000000002  4.97e-05  5.81e-05
32500000.0  3258000000000.0  7008000000.0  0.0015392  5.1e-05  5.860000000000001e-05
35000000.0  3259000000000.0  6585000000.0  0.0016158000000000004  5.230000000000001e-05  5.92e-05
37500000.0  3253000000000.0  6212000000.0  0.0016924000000000002  5.35e-05  5.97e-05
40000000.0  3243000000000.0  5881999999.999999  0.0017691  5.47e-05  6.0100000000000004e-05
45000000.0  3213000000000.0  5324000000.0  0.0019237000000000002  5.910000000000001e-05  6.1e-05
50000000.0  3173000000000.0  4868000000.0  0.0020800000000000003  6.32e-05  6.190000000000001e-05
55000000.0  3126000000000.0  4488000000.0  0.0022385  6.720000000000001e-05  6.27e-05
60000000.0  3076000000000.0  4166000000.0000005  0.0023995  7.110000000000001e-05  6.35e-05
65000000.0  3024000000000.0  3890000000.0  0.0025632000000000003  7.49e-05  6.43e-05
70000000.0  2971000000000.0  3651000000.0  0.0027297000000000007  7.87e-05  6.51e-05
80000000.0  2867000000000.0  3255000000.0  0.003072  9.26e-05  6.670000000000001e-05
90000000.0  2803000000000.0  2940000000.0  0.0034244  0.0001053  6.82e-05
100000000.0  2716000000000.0  2684000000.0000005  0.0037865  0.00011730000000000002  6.980000000000002e-05
110000000.0  2643000000000.0  2472000000.0  0.0041595  0.00012880000000000001  7.14e-05
120000000.0  2574000000000.0  2292000000.0  0.0045426  0.0001399  7.3e-05
130000000.0  2509000000000.0  2138000000.0  0.004935800000000001  0.0001507  7.460000000000001e-05
140000000.0  2447000000000.0  2004000000.0  0.0053391  0.0001613  7.630000000000001e-05
150000000.0  2390000000000.0  1887000000.0  0.005752300000000001  0.00017170000000000003  7.8e-05
160000000.0  2335000000000.0  1784000000.0  0.0061753  0.000182  7.97e-05
